year,ELY centre,species,Number of enterprises,Area total (ha),Young population not yet yielding any crop (ha),Crop yielding population (ha),High tunnel cultivation (ha),Yield (1 000 kg),Yield (kg/ha)
2014,Ostrobothnia,Lettuces,..,..,..,..,..,..,..
2014,Ostrobothnia,Celery,1,..,..,..,..,..,..
2014,Ostrobothnia,Spinach,..,..,..,..,..,..,..
2014,Ostrobothnia,Rhubarb,3,..,..,..,..,1,5095
2014,Ostrobothnia,Dill,4,..,..,..,..,0,578
2014,Ostrobothnia,Parsley,1,..,..,..,..,..,..
2014,Ostrobothnia,Garlic,..,..,..,..,..,..,..
2014,Ostrobothnia,Sweet corn,2,..,..,..,..,..,..
2014,Ostrobothnia,Asparagus,2,..,..,..,..,..,..
2014,Ostrobothnia,Strawberry,43,..,..,82,..,304,3689
2014,Ostrobothnia,Black and green currant,32,..,..,25,..,2,84
2014,Ostrobothnia,Red currant,2,..,..,..,..,..,..
2014,Ostrobothnia,White currant,2,..,..,..,..,..,..
2014,Ostrobothnia,Raspberry,14,..,..,6,..,12,1923
2014,Ostrobothnia,Gooseberry,1,..,..,..,..,..,..
2014,Ostrobothnia,Highbush blueberry,3,..,..,1,..,0,27
2014,Ostrobothnia,Sea buckthorn,17,..,..,16,..,11,703
2014,Ostrobothnia,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2014,Ostrobothnia,Apple,7,..,1,1,..,1,570
2014,North Ostrobothnia,Garden pea,9,..,..,..,..,2,200
2014,North Ostrobothnia,Bean,..,..,..,..,..,..,..
2014,North Ostrobothnia,White cabbage,8,..,..,..,..,915,32140
2014,North Ostrobothnia,Savoy cabbage,2,..,..,..,..,..,..
2014,North Ostrobothnia,Red cabbage,2,..,..,..,..,..,..
2014,North Ostrobothnia,Cauliflover,2,..,..,..,..,..,..
2014,North Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2014,North Ostrobothnia,Sprouting broccoli,2,..,..,..,..,..,..
2014,North Ostrobothnia,Kohlrabi,1,..,..,..,..,..,..
2014,North Ostrobothnia,Chinese cabbage,1,..,..,..,..,..,..
2014,North Ostrobothnia,Carrot,11,..,..,..,..,1439,53858
2014,North Ostrobothnia,Red beet,5,..,..,..,..,1,1316
2014,North Ostrobothnia,Swede,5,..,..,..,..,109,15780
2014,North Ostrobothnia,Turnip,12,..,..,..,..,13,1996
2014,North Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2014,North Ostrobothnia,Parsnip,3,..,..,..,..,10,4442
2014,North Ostrobothnia,Leek,2,..,..,..,..,..,..
2014,North Ostrobothnia,Gherkin,2,..,..,..,..,..,..
2014,North Ostrobothnia,Pumpkin,2,..,..,..,..,..,..
2014,North Ostrobothnia,Courgette,3,..,..,..,..,11,26049
2014,North Ostrobothnia,Lettuces,..,..,..,..,..,..,..
2014,North Ostrobothnia,Celery,..,..,..,..,..,..,..
2014,North Ostrobothnia,Spinach,..,..,..,..,..,..,..
2014,North Ostrobothnia,Rhubarb,2,..,..,..,..,..,..
2014,North Ostrobothnia,Dill,2,..,..,..,..,..,..
2014,North Ostrobothnia,Parsley,2,..,..,..,..,..,..
2014,North Ostrobothnia,Garlic,6,..,..,..,..,1,1283
2014,North Ostrobothnia,Sweet corn,..,..,..,..,..,..,..
2014,North Ostrobothnia,Asparagus,..,..,..,..,..,..,..
2014,North Ostrobothnia,Strawberry,56,..,..,121,..,529,4372
2014,North Ostrobothnia,Black and green currant,50,..,..,155,..,22,144
2014,North Ostrobothnia,Red currant,10,..,..,2,..,1,740
2014,North Ostrobothnia,White currant,3,..,..,0,..,0,500
2014,North Ostrobothnia,Raspberry,34,..,..,10,..,10,986
2014,North Ostrobothnia,Gooseberry,3,..,..,1,..,0,63
2014,North Ostrobothnia,Highbush blueberry,3,..,..,0,..,0,2330
2014,North Ostrobothnia,Sea buckthorn,23,..,..,9,..,4,424
2014,North Ostrobothnia,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2014,North Ostrobothnia,Apple,8,..,0,1,..,7,4712
2014,Kainuu,Garden pea,1,..,..,..,..,..,..
2014,Kainuu,Bean,..,..,..,..,..,..,..
2014,Kainuu,White cabbage,2,..,..,..,..,..,..
2014,Kainuu,Savoy cabbage,..,..,..,..,..,..,..
2014,Kainuu,Red cabbage,..,..,..,..,..,..,..
2014,Kainuu,Cauliflover,1,..,..,..,..,..,..
2014,Kainuu,Brussels sprout,..,..,..,..,..,..,..
2014,Kainuu,Sprouting broccoli,2,..,..,..,..,..,..
2014,Kainuu,Kohlrabi,..,..,..,..,..,..,..
2014,Kainuu,Chinese cabbage,1,..,..,..,..,..,..
2014,Kainuu,Carrot,7,..,..,..,..,960,48484
2014,Kainuu,Red beet,4,..,..,..,..,26,19969
2014,Kainuu,Swede,6,..,..,..,..,75,27076
2014,Kainuu,Turnip,6,..,..,..,..,22,5384
2014,Kainuu,Celeriac,..,..,..,..,..,..,..
2014,Kainuu,Parsnip,1,..,..,..,..,..,..
2014,Kainuu,Leek,1,..,..,..,..,..,..
2014,Kainuu,Gherkin,1,..,..,..,..,..,..
2014,Kainuu,Pumpkin,..,..,..,..,..,..,..
2014,Kainuu,Courgette,1,..,..,..,..,..,..
2014,Kainuu,Lettuces,..,..,..,..,..,..,..
2014,Kainuu,Celery,..,..,..,..,..,..,..
2014,Kainuu,Spinach,..,..,..,..,..,..,..
2014,Kainuu,Rhubarb,..,..,..,..,..,..,..
2014,Kainuu,Dill,..,..,..,..,..,..,..
2014,Kainuu,Parsley,..,..,..,..,..,..,..
2014,Kainuu,Garlic,..,..,..,..,..,..,..
2014,Kainuu,Sweet corn,..,..,..,..,..,..,..
2014,Kainuu,Asparagus,1,..,..,..,..,..,..
2014,Kainuu,Strawberry,28,..,..,39,..,133,3394
2014,Kainuu,Black and green currant,10,..,..,33,..,35,1047
2014,Kainuu,Red currant,5,..,..,8,..,40,5106
2014,Kainuu,White currant,1,..,..,..,..,..,..
2014,Kainuu,Raspberry,11,..,..,1,..,4,3302
2014,Kainuu,Gooseberry,..,..,..,..,..,..,..
2014,Kainuu,Highbush blueberry,..,..,..,..,..,..,..
2014,Kainuu,Sea buckthorn,1,..,..,..,..,..,..
2014,Kainuu,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2014,Kainuu,Apple,6,..,0,1,..,12,9092
2014,Lapland,Garden pea,..,..,..,..,..,..,..
2014,Lapland,Bean,..,..,..,..,..,..,..
2014,Lapland,White cabbage,3,..,..,..,..,85,29938
2014,Lapland,Savoy cabbage,..,..,..,..,..,..,..
2014,Lapland,Red cabbage,..,..,..,..,..,..,..
2014,Lapland,Cauliflover,1,..,..,..,..,..,..
2014,Lapland,Brussels sprout,..,..,..,..,..,..,..
2014,Lapland,Sprouting broccoli,1,..,..,..,..,..,..
2014,Lapland,Kohlrabi,..,..,..,..,..,..,..
2014,Lapland,Chinese cabbage,..,..,..,..,..,..,..
2014,Lapland,Carrot,5,..,..,..,..,102,24250
2014,Lapland,Red beet,1,..,..,..,..,..,..
2014,Lapland,Swede,1,..,..,..,..,..,..
2014,Lapland,Turnip,16,..,..,..,..,174,5064
2014,Lapland,Celeriac,..,..,..,..,..,..,..
2014,Lapland,Parsnip,..,..,..,..,..,..,..
2014,Lapland,Leek,1,..,..,..,..,..,..
2014,Lapland,Gherkin,1,..,..,..,..,..,..
2014,Lapland,Pumpkin,..,..,..,..,..,..,..
2014,Lapland,Courgette,..,..,..,..,..,..,..
2014,Lapland,Lettuces,..,..,..,..,..,..,..
2014,Lapland,Celery,..,..,..,..,..,..,..
2014,Lapland,Spinach,..,..,..,..,..,..,..
2014,Lapland,Rhubarb,..,..,..,..,..,..,..
2014,Lapland,Dill,2,..,..,..,..,..,..
2014,Lapland,Parsley,..,..,..,..,..,..,..
2014,Lapland,Garlic,..,..,..,..,..,..,..
2014,Lapland,Sweet corn,..,..,..,..,..,..,..
2014,Lapland,Asparagus,..,..,..,..,..,..,..
2014,Lapland,Strawberry,12,..,..,12,..,18,1524
2014,Lapland,Black and green currant,7,..,..,7,..,1,77
2014,Lapland,Red currant,..,..,..,..,..,..,..
2014,Lapland,White currant,1,..,..,..,..,..,..
2014,Lapland,Raspberry,4,..,..,1,..,0,466
2014,Lapland,Gooseberry,2,..,..,..,..,..,..
2014,Lapland,Highbush blueberry,..,..,..,..,..,..,..
2014,Lapland,Sea buckthorn,2,..,..,..,..,..,..
2014,Lapland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2014,Lapland,Apple,2,..,..,..,..,..,..
2014,Åland,Garden pea,1,..,..,..,..,..,..
2014,Åland,Bean,1,..,..,..,..,..,..
2014,Åland,White cabbage,2,..,..,..,..,..,..
2014,Åland,Savoy cabbage,..,..,..,..,..,..,..
2014,Åland,Red cabbage,..,..,..,..,..,..,..
2014,Åland,Cauliflover,2,..,..,..,..,..,..
2014,Åland,Brussels sprout,..,..,..,..,..,..,..
2014,Åland,Sprouting broccoli,1,..,..,..,..,..,..
2014,Åland,Kohlrabi,1,..,..,..,..,..,..
2014,Åland,Chinese cabbage,13,..,..,..,..,277,9693
2014,Åland,Carrot,8,..,..,..,..,157,37806
2014,Åland,Red beet,6,..,..,..,..,21,15373
2014,Åland,Swede,2,..,..,..,..,..,..
2014,Åland,Turnip,..,..,..,..,..,..,..
2014,Åland,Celeriac,1,..,..,..,..,..,..
2014,Åland,Parsnip,5,..,..,..,..,70,13223
2014,Åland,Leek,11,..,..,..,..,190,18929
2014,Åland,Gherkin,7,..,..,..,..,24,22270
2014,Åland,Pumpkin,1,..,..,..,..,..,..
2014,Åland,Courgette,3,..,..,..,..,16,14860
2014,Åland,Lettuces,..,..,..,..,..,..,..
2014,Åland,Celery,3,..,..,..,..,11,5931
2014,Åland,Spinach,..,..,..,..,..,..,..
2014,Åland,Rhubarb,..,..,..,..,..,..,..
2014,Åland,Dill,13,..,..,..,..,14,2886
2014,Åland,Parsley,6,..,..,..,..,29,7754
2014,Åland,Garlic,1,..,..,..,..,..,..
2014,Åland,Sweet corn,5,..,..,..,..,4,2129
2014,Åland,Asparagus,1,..,..,..,..,..,..
2014,Åland,Strawberry,5,..,..,7,..,28,4315
2014,Åland,Black and green currant,2,..,..,..,..,..,..
2014,Åland,Red currant,1,..,..,..,..,..,..
2014,Åland,White currant,..,..,..,..,..,..,..
2014,Åland,Raspberry,3,..,..,1,..,1,1096
2014,Åland,Gooseberry,..,..,..,..,..,..,..
2014,Åland,Highbush blueberry,2,..,..,..,..,..,..
2014,Åland,Sea buckthorn,2,..,..,..,..,..,..
2014,Åland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2014,Åland,Apple,40,..,20,260,..,3824,13647
2015,Uusimaa,Garden pea,59,..,..,..,..,833,1295
2015,Uusimaa,Bean,15,..,..,..,..,9,2734
2015,Uusimaa,White cabbage,23,..,..,..,..,2768,36880
2015,Uusimaa,Savoy cabbage,5,..,..,..,..,38,19055
2015,Uusimaa,Red cabbage,8,..,..,..,..,174,24173
2015,Uusimaa,Cauliflover,18,..,..,..,..,1436,15061
2015,Uusimaa,Brussels sprout,2,..,..,..,..,..,..
2015,Uusimaa,Sprouting broccoli,23,..,..,..,..,408,13530
2015,Uusimaa,Kohlrabi,9,..,..,..,..,33,12387
2015,Uusimaa,Chinese cabbage,3,..,..,..,..,0,565
2015,Uusimaa,Carrot,19,..,..,..,..,669,73618
2015,Uusimaa,Red beet,18,..,..,..,..,8,3356
2015,Uusimaa,Swede,6,..,..,..,..,165,27766
2015,Uusimaa,Turnip,8,..,..,..,..,41,15706
2015,Uusimaa,Celeriac,5,..,..,..,..,3,10490
2015,Uusimaa,Parsnip,7,..,..,..,..,8,8832
2015,Uusimaa,Leek,7,..,..,..,..,4,10083
2015,Uusimaa,Gherkin,9,..,..,..,..,9,7448
2015,Uusimaa,Pumpkin,8,..,..,..,..,9,10698
2015,Uusimaa,Courgette,12,..,..,..,..,33,12945
2015,Uusimaa,Lettuces,..,..,..,..,..,..,..
2015,Uusimaa,Celery,3,..,..,..,..,0,1760
2015,Uusimaa,Spinach,4,..,..,..,..,0,1000
2015,Uusimaa,Rhubarb,5,..,..,..,..,6,8761
2015,Uusimaa,Dill,22,..,..,..,..,69,2710
2015,Uusimaa,Parsley,8,..,..,..,..,2,2195
2015,Uusimaa,Garlic,12,..,..,..,..,4,2625
2015,Uusimaa,Sweet corn,6,..,..,..,..,7,2594
2015,Uusimaa,Asparagus,2,..,..,..,..,..,..
2015,Uusimaa,Strawberry,66,..,24,176,..,810,4595
2015,Uusimaa,Black and green currant,29,..,4,24,..,13,545
2015,Uusimaa,Red currant,6,..,0,1,..,2,1516
2015,Uusimaa,White currant,2,..,0,..,..,..,..
2015,Uusimaa,Raspberry,21,..,1,7,..,13,1882
2015,Uusimaa,Gooseberry,2,..,0,..,..,..,..
2015,Uusimaa,Highbush blueberry,7,..,3,5,..,6,1119
2015,Uusimaa,Sea buckthorn,2,..,0,..,..,..,..
2015,Uusimaa,Chokeberry (Aronia spp.),1,..,0,..,..,..,..
2015,Uusimaa,Apple,39,..,1,93,..,386,4122
2015,Southwest Finland,Garden pea,247,..,..,..,..,1688,1145
2015,Southwest Finland,Bean,19,..,..,..,..,41,1268
2015,Southwest Finland,White cabbage,32,..,..,..,..,984,24550
2015,Southwest Finland,Savoy cabbage,2,..,..,..,..,..,..
2015,Southwest Finland,Red cabbage,3,..,..,..,..,51,20079
2015,Southwest Finland,Cauliflover,21,..,..,..,..,358,12046
2015,Southwest Finland,Brussels sprout,5,..,..,..,..,30,5524
2015,Southwest Finland,Sprouting broccoli,21,..,..,..,..,159,4737
2015,Southwest Finland,Kohlrabi,6,..,..,..,..,274,44714
2015,Southwest Finland,Chinese cabbage,1,..,..,..,..,..,..
2015,Southwest Finland,Carrot,89,..,..,..,..,22152,42551
2015,Southwest Finland,Red beet,37,..,..,..,..,1817,35129
2015,Southwest Finland,Swede,30,..,..,..,..,5114,38935
2015,Southwest Finland,Turnip,13,..,..,..,..,224,13943
2015,Southwest Finland,Celeriac,9,..,..,..,..,182,10714
2015,Southwest Finland,Parsnip,21,..,..,..,..,483,10455
2015,Southwest Finland,Leek,9,..,..,..,..,236,19498
2015,Southwest Finland,Gherkin,60,..,..,..,..,5832,44035
2015,Southwest Finland,Pumpkin,9,..,..,..,..,3,1787
2015,Southwest Finland,Courgette,26,..,..,..,..,1288,32865
2015,Southwest Finland,Lettuces,..,..,..,..,..,..,..
2015,Southwest Finland,Celery,1,..,..,..,..,..,..
2015,Southwest Finland,Spinach,1,..,..,..,..,..,..
2015,Southwest Finland,Rhubarb,10,..,..,..,..,94,15842
2015,Southwest Finland,Dill,49,..,..,..,..,119,2469
2015,Southwest Finland,Parsley,9,..,..,..,..,2,1022
2015,Southwest Finland,Garlic,19,..,..,..,..,53,3703
2015,Southwest Finland,Sweet corn,15,..,..,..,..,39,3053
2015,Southwest Finland,Asparagus,7,..,..,..,..,3,346
2015,Southwest Finland,Strawberry,157,..,47,462,..,2281,4935
2015,Southwest Finland,Black and green currant,29,..,10,17,..,32,1934
2015,Southwest Finland,Red currant,5,..,0,1,..,2,2011
2015,Southwest Finland,White currant,1,..,0,..,..,..,..
2015,Southwest Finland,Raspberry,57,..,6,42,..,95,2245
2015,Southwest Finland,Gooseberry,8,..,0,1,..,2,2067
2015,Southwest Finland,Highbush blueberry,28,..,3,18,..,53,2988
2015,Southwest Finland,Sea buckthorn,15,..,2,4,..,4,931
2015,Southwest Finland,Chokeberry (Aronia spp.),3,..,0,0,..,0,667
2015,Southwest Finland,Apple,63,..,5,149,..,896,5809
2015,Satakunta,Garden pea,100,..,..,..,..,2708,3333
2015,Satakunta,Bean,2,..,..,..,..,..,..
2015,Satakunta,White cabbage,22,..,..,..,..,5808,43847
2015,Satakunta,Savoy cabbage,2,..,..,..,..,..,..
2015,Satakunta,Red cabbage,7,..,..,..,..,206,32665
2015,Satakunta,Cauliflover,15,..,..,..,..,294,10960
2015,Satakunta,Brussels sprout,..,..,..,..,..,..,..
2015,Satakunta,Sprouting broccoli,10,..,..,..,..,110,4019
2015,Satakunta,Kohlrabi,..,..,..,..,..,..,..
2015,Satakunta,Chinese cabbage,..,..,..,..,..,..,..
2015,Satakunta,Carrot,44,..,..,..,..,14363,40524
2015,Satakunta,Red beet,25,..,..,..,..,7022,23184
2015,Satakunta,Swede,20,..,..,..,..,5173,47157
2015,Satakunta,Turnip,4,..,..,..,..,131,11785
2015,Satakunta,Celeriac,5,..,..,..,..,137,18799
2015,Satakunta,Parsnip,8,..,..,..,..,449,14433
2015,Satakunta,Leek,5,..,..,..,..,60,19327
2015,Satakunta,Gherkin,13,..,..,..,..,1326,48253
2015,Satakunta,Pumpkin,2,..,..,..,..,..,..
2015,Satakunta,Courgette,4,..,..,..,..,49,28068
2015,Satakunta,Lettuces,..,..,..,..,..,..,..
2015,Satakunta,Celery,1,..,..,..,..,..,..
2015,Satakunta,Spinach,5,..,..,..,..,797,19972
2015,Satakunta,Rhubarb,..,..,..,..,..,..,..
2015,Satakunta,Dill,9,..,..,..,..,4,1179
2015,Satakunta,Parsley,1,..,..,..,..,..,..
2015,Satakunta,Garlic,6,..,..,..,..,2,2166
2015,Satakunta,Sweet corn,3,..,..,..,..,0,625
2015,Satakunta,Asparagus,4,..,..,..,..,1,227
2015,Satakunta,Strawberry,56,..,38,145,..,503,3472
2015,Satakunta,Black and green currant,11,..,0,8,..,13,1545
2015,Satakunta,Red currant,3,..,0,1,..,2,1117
2015,Satakunta,White currant,0,..,0,0,..,0,0
2015,Satakunta,Raspberry,27,..,1,18,..,29,1666
2015,Satakunta,Gooseberry,3,..,0,4,..,3,834
2015,Satakunta,Highbush blueberry,7,..,0,2,..,2,953
2015,Satakunta,Sea buckthorn,8,..,2,5,..,1,127
2015,Satakunta,Chokeberry (Aronia spp.),..,..,0,..,..,..,..
2015,Satakunta,Apple,7,..,0,4,..,9,2032
2015,Häme,Garden pea,79,..,..,..,..,339,1145
2015,Häme,Bean,6,..,..,..,..,1,1282
2015,Häme,White cabbage,9,..,..,..,..,404,29544
2015,Häme,Savoy cabbage,1,..,..,..,..,..,..
2015,Häme,Red cabbage,2,..,..,..,..,..,..
2015,Häme,Cauliflover,2,..,..,..,..,..,..
2015,Häme,Brussels sprout,2,..,..,..,..,..,..
2015,Häme,Sprouting broccoli,7,..,..,..,..,31,4376
2015,Häme,Kohlrabi,1,..,..,..,..,..,..
2015,Häme,Chinese cabbage,3,..,..,..,..,96,8176
2015,Häme,Carrot,31,..,..,..,..,13938,37456
2015,Häme,Red beet,19,..,..,..,..,521,15667
2015,Häme,Swede,9,..,..,..,..,330,20741
2015,Häme,Turnip,5,..,..,..,..,33,9835
2015,Häme,Celeriac,2,..,..,..,..,..,..
2015,Häme,Parsnip,10,..,..,..,..,40,5602
2015,Häme,Leek,4,..,..,..,..,1,3484
2015,Häme,Gherkin,4,..,..,..,..,9,15202
2015,Häme,Pumpkin,4,..,..,..,..,3,3648
2015,Häme,Courgette,8,..,..,..,..,152,34454
2015,Häme,Lettuces,..,..,..,..,..,..,..
2015,Häme,Celery,2,..,..,..,..,..,..
2015,Häme,Spinach,2,..,..,..,..,..,..
2015,Häme,Rhubarb,3,..,..,..,..,1,2333
2015,Häme,Dill,11,..,..,..,..,7,1352
2015,Häme,Parsley,3,..,..,..,..,0,1210
2015,Häme,Garlic,7,..,..,..,..,2,2020
2015,Häme,Sweet corn,7,..,..,..,..,2,2593
2015,Häme,Asparagus,3,..,..,..,..,..,..
2015,Häme,Strawberry,84,..,37,357,..,1315,3684
2015,Häme,Black and green currant,37,..,3,21,..,22,1047
2015,Häme,Red currant,12,..,2,7,..,12,1631
2015,Häme,White currant,1,..,0,..,..,..,..
2015,Häme,Raspberry,44,..,5,29,..,127,4396
2015,Häme,Gooseberry,2,..,0,..,..,..,..
2015,Häme,Highbush blueberry,17,..,0,7,..,16,2329
2015,Häme,Sea buckthorn,8,..,0,5,..,6,1348
2015,Häme,Chokeberry (Aronia spp.),6,..,0,2,..,1,403
2015,Häme,Apple,14,..,2,20,..,130,5881
2015,Pirkanmaa,Garden pea,24,..,..,..,..,19,940
2015,Pirkanmaa,Bean,..,..,..,..,..,..,..
2015,Pirkanmaa,White cabbage,16,..,..,..,..,1052,35075
2015,Pirkanmaa,Savoy cabbage,..,..,..,..,..,..,..
2015,Pirkanmaa,Red cabbage,2,..,..,..,..,..,..
2015,Pirkanmaa,Cauliflover,8,..,..,..,..,32,7050
2015,Pirkanmaa,Brussels sprout,2,..,..,..,..,..,..
2015,Pirkanmaa,Sprouting broccoli,8,..,..,..,..,104,3761
2015,Pirkanmaa,Kohlrabi,2,..,..,..,..,..,..
2015,Pirkanmaa,Chinese cabbage,1,..,..,..,..,..,..
2015,Pirkanmaa,Carrot,8,..,..,..,..,218,8346
2015,Pirkanmaa,Red beet,3,..,..,..,..,3,10028
2015,Pirkanmaa,Swede,5,..,..,..,..,11,23370
2015,Pirkanmaa,Turnip,1,..,..,..,..,..,..
2015,Pirkanmaa,Celeriac,1,..,..,..,..,..,..
2015,Pirkanmaa,Parsnip,2,..,..,..,..,..,..
2015,Pirkanmaa,Leek,4,..,..,..,..,1,521
2015,Pirkanmaa,Gherkin,4,..,..,..,..,9,18518
2015,Pirkanmaa,Pumpkin,3,..,..,..,..,4,17856
2015,Pirkanmaa,Courgette,6,..,..,..,..,4,7114
2015,Pirkanmaa,Lettuces,..,..,..,..,..,..,..
2015,Pirkanmaa,Celery,1,..,..,..,..,..,..
2015,Pirkanmaa,Spinach,1,..,..,..,..,..,..
2015,Pirkanmaa,Rhubarb,3,..,..,..,..,0,597
2015,Pirkanmaa,Dill,5,..,..,..,..,4,1729
2015,Pirkanmaa,Parsley,2,..,..,..,..,..,..
2015,Pirkanmaa,Garlic,3,..,..,..,..,3,2196
2015,Pirkanmaa,Sweet corn,3,..,..,..,..,4,3085
2015,Pirkanmaa,Asparagus,2,..,..,..,..,..,..
2015,Pirkanmaa,Strawberry,52,..,15,95,..,456,4774
2015,Pirkanmaa,Black and green currant,24,..,1,50,..,43,856
2015,Pirkanmaa,Red currant,9,..,0,14,..,22,1530
2015,Pirkanmaa,White currant,3,..,0,0,..,0,2500
2015,Pirkanmaa,Raspberry,30,..,0,20,..,49,2464
2015,Pirkanmaa,Gooseberry,3,..,0,0,..,0,940
2015,Pirkanmaa,Highbush blueberry,10,..,0,6,..,14,2405
2015,Pirkanmaa,Sea buckthorn,5,..,0,3,..,2,727
2015,Pirkanmaa,Chokeberry (Aronia spp.),4,..,1,16,..,4,214
2015,Pirkanmaa,Apple,15,..,0,14,..,13,916
2015,Southeast Finland,Garden pea,32,..,..,..,..,44,748
2015,Southeast Finland,Bean,5,..,..,..,..,1,2786
2015,Southeast Finland,White cabbage,17,..,..,..,..,629,31554
2015,Southeast Finland,Savoy cabbage,..,..,..,..,..,..,..
2015,Southeast Finland,Red cabbage,3,..,..,..,..,30,21580
2015,Southeast Finland,Cauliflover,12,..,..,..,..,93,9942
2015,Southeast Finland,Brussels sprout,..,..,..,..,..,..,..
2015,Southeast Finland,Sprouting broccoli,9,..,..,..,..,21,3935
2015,Southeast Finland,Kohlrabi,6,..,..,..,..,4,12081
2015,Southeast Finland,Chinese cabbage,1,..,..,..,..,..,..
2015,Southeast Finland,Carrot,22,..,..,..,..,1100,42138
2015,Southeast Finland,Red beet,15,..,..,..,..,200,36493
2015,Southeast Finland,Swede,17,..,..,..,..,151,15437
2015,Southeast Finland,Turnip,6,..,..,..,..,26,6506
2015,Southeast Finland,Celeriac,2,..,..,..,..,..,..
2015,Southeast Finland,Parsnip,9,..,..,..,..,64,9405
2015,Southeast Finland,Leek,5,..,..,..,..,9,11019
2015,Southeast Finland,Gherkin,10,..,..,..,..,23,18294
2015,Southeast Finland,Pumpkin,4,..,..,..,..,188,31357
2015,Southeast Finland,Courgette,4,..,..,..,..,149,24975
2015,Southeast Finland,Lettuces,..,..,..,..,..,..,..
2015,Southeast Finland,Celery,1,..,..,..,..,..,..
2015,Southeast Finland,Spinach,..,..,..,..,..,..,..
2015,Southeast Finland,Rhubarb,1,..,..,..,..,..,..
2015,Southeast Finland,Dill,15,..,..,..,..,2,2167
2015,Southeast Finland,Parsley,3,..,..,..,..,0,2811
2015,Southeast Finland,Garlic,4,..,..,..,..,2,5091
2015,Southeast Finland,Sweet corn,..,..,..,..,..,..,..
2015,Southeast Finland,Asparagus,..,..,..,..,..,..,..
2015,Southeast Finland,Strawberry,60,..,30,173,..,931,5387
2015,Southeast Finland,Black and green currant,27,..,2,93,..,38,411
2015,Southeast Finland,Red currant,6,..,1,9,..,4,400
2015,Southeast Finland,White currant,3,..,0,1,..,0,58
2015,Southeast Finland,Raspberry,27,..,4,25,..,62,2498
2015,Southeast Finland,Gooseberry,3,..,0,1,..,1,2038
2015,Southeast Finland,Highbush blueberry,10,..,0,4,..,6,1601
2015,Southeast Finland,Sea buckthorn,11,..,0,2,..,3,1329
2015,Southeast Finland,Chokeberry (Aronia spp.),2,..,0,..,..,..,..
2015,Southeast Finland,Apple,18,..,0,19,..,54,2859
2015,South Savo,Garden pea,46,..,..,..,..,80,1398
2015,South Savo,Bean,2,..,..,..,..,..,..
2015,South Savo,White cabbage,20,..,..,..,..,1365,26804
2015,South Savo,Savoy cabbage,..,..,..,..,..,..,..
2015,South Savo,Red cabbage,5,..,..,..,..,72,28952
2015,South Savo,Cauliflover,14,..,..,..,..,222,9331
2015,South Savo,Brussels sprout,1,..,..,..,..,..,..
2015,South Savo,Sprouting broccoli,11,..,..,..,..,482,9228
2015,South Savo,Kohlrabi,2,..,..,..,..,..,..
2015,South Savo,Chinese cabbage,16,..,..,..,..,1753,19810
2015,South Savo,Carrot,26,..,..,..,..,4003,34595
2015,South Savo,Red beet,9,..,..,..,..,310,41738
2015,South Savo,Swede,11,..,..,..,..,685,51292
2015,South Savo,Turnip,4,..,..,..,..,2,4393
2015,South Savo,Celeriac,1,..,..,..,..,..,..
2015,South Savo,Parsnip,4,..,..,..,..,56,14171
2015,South Savo,Leek,1,..,..,..,..,..,..
2015,South Savo,Gherkin,8,..,..,..,..,8,7129
2015,South Savo,Pumpkin,1,..,..,..,..,..,..
2015,South Savo,Courgette,8,..,..,..,..,39,26670
2015,South Savo,Lettuces,..,..,..,..,..,..,..
2015,South Savo,Celery,1,..,..,..,..,..,..
2015,South Savo,Spinach,1,..,..,..,..,..,..
2015,South Savo,Rhubarb,4,..,..,..,..,1,5639
2015,South Savo,Dill,5,..,..,..,..,2,2731
2015,South Savo,Parsley,3,..,..,..,..,0,1000
2015,South Savo,Garlic,6,..,..,..,..,2,2219
2015,South Savo,Sweet corn,5,..,..,..,..,2,2651
2015,South Savo,Asparagus,..,..,..,..,..,..,..
2015,South Savo,Strawberry,119,..,35,214,..,1218,5692
